Estado / Canal,Ciudad,coordenadas,Tienda,dic-22,nov-22,oct-22,sep-22,ago-22,jul-22,jun-22,may-22,abr-22,mar-22,feb-22,ene-22
CHIAPAS                  ,TONALA         ,"16.0897551,-93.7540062,18.17",791,26584000,15353000,11660000,12419000,14244000,15499000,13904000,17505000,16429000,16841000,14184000,16076000
BAJA CALIFORNIA SUR      ,LA PAZ         ,"24.1168561,-110.3728044,14",792,35630000,20683000,15149000,12519000,15444000,15476000,13322000,15673000,13617000,13875000,11721000,11138000
CHIAPAS                  ,FRONTERA COMALA,"15.666365,-92.1420215,16.75",793,31485000,31961000,22939000,22499000,24580000,24560000,22643000,25954000,25530000,26177000,19892000,20636000
ESTADO DE MEXICO         ,TECAMAC        ,"19.654175,-99.0570183,13.5",794,5627000,4224000,4041000,3750000,4111000,3969000,3422000,4000000,3689000,3711000,3254000,3225000
MORELOS                  ,ZACATEPEC      ,"18.653096,-99.1942517,21",795,6321000,5822000,5218000,5492000,5669000,4930000,5013000,5107000,4209000,4785000,4203000,4597000
OAXACA                   ,OAXACA         ,"17.0748355,-96.7604375,18",796,27727000,24765000,20146000,19065000,23235000,20345000,18422000,21149000,18236000,19082000,17876000,19885000
VERACRUZ                 ,PLAYA VICENTE  ,"17.8300526,-95.8163743,17",797,2786000,2058000,1642000,1750000,1717000,1901000,1446000,1634000,1782000,2115000,1526000,1394000
VERACRUZ                 ,ORIZABA        ,"18.8626865,-97.1347391,14",798,25811000,21489000,15828000,13921000,14970000,15358000,15319000,18194000,16988000,17048000,15673000,20094000
ESTADO DE MEXICO         ,AMECAMECA      ,"19.1292063,-98.771897,17",799,27298000,20061000,16945000,15867000,18538000,18019000,14550000,18856000,16786000,17000000,15956000,21585000
MORELOS                  ,TEMIXCO        ,"18.8441182,-99.2242247,20",800,25617000,19047000,16637000,15632000,18591000,17947000,15582000,18744000,15432000,15956000,15001000,18300000
NAYARIT                  ,XALISCO        ,"21.4472802,-104.9002825,20",801,22752000,13314000,11862000,10536000,10959000,10745000,11094000,13724000,12095000,12163000,10633000,10792000
ESTADO DE MEXICO         ,TULTITLAN      ,"19.6415307,-99.1688564,14",802,29123000,21215000,17837000,16358000,18155000,17191000,15006000,19955000,16417000,16441000,15219000,18841000
ESTADO DE MEXICO         ,TOLUCA         ,"19.289432,-99.6719341,14.75",803,35420000,32753000,25023000,23318000,24990000,27093000,25405000,29916000,26203000,28360000,24367000,33677000
ESTADO DE MEXICO         ,ZINACANTEPEC   ,"19.2905474,-99.8067141,13",804,45309000,37168000,29503000,29097000,31485000,32214000,27410000,32618000,27291000,28138000,26023000,35479000
VERACRUZ                 ,POZA RICA      ,"20.5376352,-97.5028121,13",805,22506000,11023000,8363000,7580000,9521000,9300000,8257000,9962000,9308000,8654000,9197000,11469000
GUERRERO                 ,TELOLOAPAN     ,"18.3664571,-99.8650976,18.08",806,17952000,13474000,11903000,11865000,13742000,14916000,11679000,12970000,12127000,11992000,11379000,13618000
MORELOS                  ,JOJUTLA        ,"18.6152905,-99.1809875,21",807,4560000,3763000,3765000,3891000,4418000,3997000,3742000,3744000,2845000,3299000,2995000,3364000
CHIAPAS                  ,CINTALAPA      ,"16.6823454,-93.7352264,18.04",808,29179000,18426000,14069000,14862000,17389000,17227000,14932000,16574000,16625000,17612000,14465000,15386000
JALISCO                  ,"OCOTLAN, JAL   ","20.3480361,-102.7788715,16.25",809,30604000,20314000,16397000,14588000,14988000,15206000,14915000,18352000,17268000,17511000,15738000,15925000
GUANAJUATO               ,SAN MIGUEL DE A,"20.9126242,-100.7659718,14",810,5720000,4844000,4507000,4231000,5003000,4556000,3574000,5020000,4696000,5283000,4269000,4987000
ESTADO DE MEXICO         ,ZUMPANGO       ,"19.7777499,-99.0968717,12.75",811,22701000,17464000,12805000,11699000,13184000,12728000,11959000,14642000,13728000,15000000,13073000,19153000
CHIAPAS                  ,COMITAN DE DOMI,"16.2169206,-92.1170062,18.83",812,5015000,3627000,3348000,3323000,3635000,3710000,3489000,3737000,2979000,3499000,2964000,3008000
VERACRUZ                 ,TRES VALLES    ,"18.389682,-96.2892498,11",813,17754000,13381000,11567000,10179000,12514000,12396000,10696000,12134000,10543000,10876000,9645000,10945000
OAXACA                   ,LOMA BONITA    ,"18.1081049,-95.8811165,20",814,18485000,15876000,12411000,10895000,13097000,13262000,10778000,12790000,11307000,11203000,10170000,11711000
SAN LUIS POTOSI          ,RIO VERDE      ,"21.8973252,-100.113945,12",815,3870000,3314000,2901000,2889000,3208000,3145000,2697000,2790000,2766000,2669000,2356000,2445000
GUANAJUATO               ,SN FCO DEL RINC,"21.0162125,-101.8943524,14",816,1801000,1107000,1023000,957000,1171000,1077000,1009000,1208000,916000,983000,814000,1159000
ESTADO DE MEXICO         ,METEPEC        ,"19.2840982,-99.7394013,12",817,15671000,11514000,10364000,8461000,9287000,9013000,9100000,11812000,9561000,10417000,9157000,13320000
JALISCO                  ,ZAPOPAN        ,"20.7057237,-103.5505477,11.75",818,16624000,9618000,8394000,7867000,9252000,9344000,8603000,10171000,9244000,8525000,7427000,7713000
COAHUILA                 ,FRONTERA       ,"26.9260503,-101.4526196,17.42",819,23886000,13986000,11362000,11561000,12329000,12639000,12709000,14837000,12667000,11904000,9262000,8446000
DURANGO                  ,SANTIAGO PAPASQ,"25.0473565,-105.4198403,20.13",820,32387000,19285000,15400000,15403000,16690000,20713000,17572000,18213000,15688000,15903000,15185000,14418000
TAMAULIPAS               ,REYNOSA        ,"26.0924479,-98.2780145,20",821,25394000,12578000,10853000,11000000,15181000,17175000,17252000,17325000,15729000,15687000,14062000,12151000
TABASCO                  ,EMILIANO ZAPATA,"17.7408721,-91.781835,19",822,27167000,16774000,12855000,11809000,12530000,13615000,12588000,14253000,12590000,11919000,11284000,12768000
TAMAULIPAS               ,CD VICTORIA    ,"23.7318385,-99.1435102,19.5",823,41477000,25714000,18930000,19191000,22267000,23919000,21035000,24249000,23426000,23760000,21313000,19331000
ESTADO DE MEXICO         ,IXTAPALUCA     ,"19.3282338,-99.0499611,12",824,24027000,17030000,14388000,13907000,14632000,13707000,12523000,15116000,13115000,14024000,13103000,16493000
TLAXCALA                 ,HUAMANTLA      ,"19.3133052,-97.9229397,17.75",825,5651000,4567000,4685000,4565000,5223000,4477000,4415000,4626000,4070000,4131000,3582000,4012000
BAJA CALIFORNIA NORTE    ,TIJUANA        ,"32.4919503,-116.8574349,16.04",826,47468000,32173000,27616000,27489000,29806000,30257000,27005000,30396000,25421000,27320000,24291000,22240000
PUEBLA                   ,TEPEACA        ,"18.9686771,-98.0739099,11",827,37364000,31066000,27267000,24584000,27815000,29255000,23947000,27524000,24472000,23518000,20784000,26940000
TLAXCALA                 ,CALPULALPAN    ,"19.585239,-98.5705497,17.5",828,22356000,16008000,12387000,11759000,13718000,14539000,11147000,14113000,11964000,12806000,11304000,15994000
GUERRERO                 ,CHILAPA DE ALVA,"17.6013323,-99.1755754,18.81",829,35740000,32291000,24221000,22555000,26319000,27223000,22679000,25916000,22578000,22231000,20330000,22698000
VERACRUZ                 ,TIERRA BLANCA  ,"18.4462093,-96.3732896,15",830,30354000,20825000,18007000,17688000,20854000,21000000,17583000,19736000,16824000,17752000,16235000,18064000
GUANAJUATO               ,SALVATIERRA    ,"20.2035102,-100.9310414,13.25",831,29725000,23204000,15688000,15992000,15845000,16613000,15630000,19228000,17093000,16899000,17021000,22756000
VERACRUZ                 ,COATEPEC       ,"19.5315614,-97.4232388,10",832,29754000,20529000,17320000,16121000,18324000,18380000,15614000,17851000,15748000,15892000,14687000,19645000
SAN LUIS POTOSI          ,RIO VERDE      ,"22.3775936,-101.2929295,9",833,50087000,34697000,25544000,22990000,25970000,27291000,23328000,32677000,28809000,29254000,26084000,27647000
PUEBLA                   ,LIBRES         ,"19.4647117,-97.6966191,15.75",834,24619000,19143000,15329000,15330000,15992000,17368000,14893000,17166000,14638000,14694000,13100000,18904000
DISTRITO FEDERAL         ,IZTACALCO      ,"19.462732,-99.2608608,11",835,22750000,16702000,14371000,14272000,14810000,15322000,13191000,15881000,14270000,14302000,12363000,16080000
ESTADO DE MEXICO         ,LOS REYES LA PA,"19.5069105,-99.2737608,10",836,22727000,16559000,13763000,12713000,13681000,13432000,12214000,15847000,13660000,13082000,12742000,16373000
DISTRITO FEDERAL         ,IZTAPALAPA     ,"19.3819981,-99.1683372,13",837,12387000,10093000,7344000,6951000,8368000,8041000,6937000,8661000,7576000,7275000,6644000,8293000
VERACRUZ                 ,LAS CHOAPAS    ,"17.8991315,-94.1206134,14.25",838,32842000,23211000,17450000,17495000,20027000,20309000,16692000,21154000,18461000,18645000,16550000,16527000
VERACRUZ                 ,AGUA DULCE     ,"18.1531922,-94.7127914,10",839,27718000,14233000,11755000,11601000,13627000,13412000,12338000,14191000,13246000,12536000,11801000,12739000
ESTADO DE MEXICO         ,NAUCALPAN      ,"19.4728222,-99.2813422,13.5",840,3331000,2059000,1822000,1732000,2302000,1880000,1745000,2100000,1918000,1844000,1466000,1736000
ESTADO DE MEXICO         ,SANTIAGO TIANGU,"19.3859151,-99.8468822,10.25",841,33808000,27341000,22049000,21736000,24298000,24134000,22121000,26728000,22898000,24804000,21812000,29845000
ESTADO DE MEXICO         ,"HUEHUETOCA, EDO","19.8322729,-99.2378219,14",842,27067000,18008000,15213000,14657000,16470000,16197000,14611000,17308000,15074000,15261000,13890000,18669000
VERACRUZ                 ,CIUDAD MENDOZA ,"18.8056494,-97.2808619,12",843,22461000,16702000,13796000,12841000,11948000,12955000,12598000,15689000,14105000,14322000,12616000,16481000
SONORA                   ,GUAYMAS        ,"27.9364649,-110.9635663,14",844,2350000,1375000,1214000,1180000,1522000,1233000,1037000,1441000,1433000,1323000,1062000,949000
NUEVO LEON               ,SANTA CATARINA ,"25.6752149,-100.5067706,14",845,33994000,20353000,16940000,16662000,19480000,20200000,17577000,20651000,17596000,15688000,13891000,12644000
VERACRUZ                 ,COATZACOALCOS  ,"18.142498,-94.5178945,14.5",846,9666000,4402000,4189000,3537000,4326000,3949000,4002000,4128000,3592000,3432000,2955000,3244000
TAMAULIPAS               ,ALTAMIRA       ,"22.39641,-97.9319062,20",847,47699000,31260000,24816000,22776000,26309000,25936000,23057000,26801000,22666000,21990000,20705000,20042000
PUEBLA                   ,AJALPAN        ,"18.3773354,-97.2655869,16.75",848,2429000,2353000,2433000,1999000,2419000,2442000,2043000,2271000,2217000,2314000,2164000,2249000
VERACRUZ                 ,XALAPA         ,"19.5262406,-96.9415529,13",849,1133000,752000,802000,732000,956000,861000,786000,1245000,1016000,1214000,802000,998000
OAXACA                   ,PUTLA DE GUERRE,"17.0251861,-97.9272525,21",850,18773000,15676000,12642000,11667000,14682000,15486000,12128000,14207000,13624000,13636000,13061000,14244000
QUINTANA ROO             ,CANCUN         ,"21.1454122,-86.8269286,17.25",851,42370000,26722000,23085000,21611000,26133000,26569000,23776000,26035000,22776000,22332000,21523000,21446000
TLAXCALA                 ,TLAXCALA       ,"19.3394244,-98.2022184,18.04",852,12911000,10029000,6226000,6276000,7746000,6685000,5548000,7065000,6273000,5860000,5038000,7383000
VERACRUZ                 ,PIEDRAS NEGRAS ,"18.7691615,-96.1894529,15",853,19394000,13687000,10246000,10403000,11387000,11973000,11005000,12521000,11507000,10621000,9639000,11572000
VERACRUZ                 ,CUITLAHUAC     ,"19.0820212,-97.1143672,9.5",854,3235000,2798000,2279000,2505000,2886000,2695000,2383000,2611000,2456000,2363000,2162000,2508000
VERACRUZ                 ,ALVARADO       ,"18.7791398,-95.7855543,15",855,17139000,9609000,8198000,7895000,9133000,9376000,7953000,8832000,8459000,7974000,6987000,9153000
OAXACA                   ,IXTEPEC        ,"16.55571,-95.099544,17.25",856,21820000,14844000,11463000,11574000,13274000,13849000,10417000,12691000,12694000,13169000,11775000,12023000
ESTADO DE MEXICO         ,VALLE DE CHALCO,"19.2780858,-99.047257,12",857,34519000,26227000,19254000,18900000,21531000,19850000,18424000,22280000,18944000,19468000,18323000,22612000
CHIAPAS                  ,TAPACHULA      ,"14.8741746,-92.2883209,16.5",858,6089000,4007000,3457000,3348000,4086000,3309000,3159000,3314000,2817000,3364000,2711000,2698000
QUINTANA ROO             ,COZUMEL        ,"20.493788,-86.9509964,17.75",859,38007000,25281000,19957000,19241000,24502000,21914000,20252000,22337000,19008000,18518000,16526000,15393000
HIDALGO                  ,HUEJUTLA DE REY,"21.1438543,-98.4154373,21",860,62133000,44117000,32437000,33257000,37839000,37936000,30354000,34678000,34275000,31168000,29144000,31922000
MORELOS                  ,JOJUTLA        ,"18.6161243,-99.1757788,21",861,42458000,34199000,26381000,25256000,26838000,27783000,24116000,30576000,27052000,27138000,24276000,30376000
DISTRITO FEDERAL         ,IZTACALCO      ,"19.434381,-99.1856443,11.5",862,11331000,8113000,6742000,6705000,7610000,7169000,6343000,7722000,6382000,6586000,6439000,8292000
PUEBLA                   ,PUEBLA         ,"19.0535793,-98.3508841,12",863,2897000,2477000,2271000,2184000,2285000,2185000,2077000,2296000,2019000,1934000,1623000,1896000
PUEBLA                   ,AMOZOC         ,"19.0432757,-98.1207819,13",864,22941000,17970000,15069000,14604000,15204000,15127000,13645000,16432000,13534000,13475000,12562000,17237000
VERACRUZ                 ,MISANTLA       ,"20.0062453,-96.9916216,11",865,27096000,20778000,15773000,16273000,16822000,18048000,14191000,18599000,15917000,16444000,13839000,17445000
MORELOS                  ,CUAUTLA        ,"18.8421465,-98.9405252,20.54",866,33115000,27729000,22615000,20341000,23451000,23489000,23267000,28151000,23513000,25436000,22810000,28654000
DISTRITO FEDERAL         ,TLAHUAC        ,"19.2601065,-99.012444,17",867,33444000,27860000,22433000,21578000,23164000,22759000,20676000,24613000,21602000,21958000,19992000,25759000
PUEBLA                   ,ACATZINGO      ,"18.9313062,-97.8755216,11.75",868,24566000,20874000,18765000,17357000,18881000,20700000,16968000,18708000,16453000,17126000,15891000,21301000
ESTADO DE MEXICO         ,"HUEHUETOCA, EDO","19.8324272,-99.2092878,18.04",869,25329000,17300000,14093000,13793000,14678000,15280000,13749000,15581000,13556000,13124000,11710000,15167000
PUEBLA                   ,TLATLAUQUITEPEC,"19.8522397,-97.5841871,12",870,23019000,18008000,14468000,13917000,15829000,16397000,12695000,13362000,14311000,13805000,13016000,16957000
GUANAJUATO               ,SAN JOSE DE ITU,"21.0019636,-100.7331094,10",871,40937000,30111000,23753000,22316000,23366000,24470000,22174000,29507000,22540000,22244000,20955000,27906000
ESTADO DE MEXICO         ,TULTEPEC       ,"19.6415307,-99.1688564,14",872,16575000,12185000,9596000,9400000,9576000,9639000,9326000,11969000,11059000,10865000,10307000,12871000
MICHOACAN                ,PATZCUARO      ,"19.5152546,-101.6773005,13",873,37842000,34811000,25836000,26148000,27415000,28321000,25896000,30103000,25867000,25299000,24635000,32122000
MICHOACAN                ,HIDALGO        ,"19.6876069,-100.8939516,10",874,33730000,30699000,22874000,22357000,23842000,24915000,21360000,25438000,21503000,21357000,19947000,25816000
SAN LUIS POTOSI          ,MATEHUALA      ,"23.6470485,-100.6461383,17",875,49159000,33065000,23854000,22129000,26255000,27379000,24545000,29207000,26625000,26242000,23094000,22643000
OAXACA                   ,PUERTO ESCONDID,"15.8670253,-97.0720912,17",876,49423000,43680000,34778000,29691000,33523000,33890000,30452000,34320000,33764000,34800000,31644000,35106000
SINALOA                  ,MOCHICAHUI     ,"25.94926,-108.9281932,17.21",877,5862000,4062000,3657000,3702000,3723000,3047000,3250000,3188000,3390000,3353000,3074000,2795000
SINALOA                  ,CULIACAN       ,"24.7805549,-107.4416544,15.25",878,17891000,12742000,11273000,11235000,13032000,13709000,12363000,14447000,11652000,13339000,10676000,11649000
JALISCO                  ,GUADALAJARA    ,"20.6144291,-103.4468902,13",879,7555000,6185000,5546000,6767000,6704000,6981000,6498000,6823000,5388000,5813000,5068000,4933000
VERACRUZ                 ,CARDEL         ,"19.3666951,-96.6614005,11",880,38438000,30408000,20144000,18724000,23933000,24547000,23466000,26502000,21848000,22139000,20414000,24515000
QUINTANA ROO             ,CHETUMAL       ,"18.5007363,-88.2972376,18.96",881,8911000,5636000,5610000,5631000,7279000,6438000,4982000,4860000,5362000,5931000,4441000,4363000
JALISCO                  ,GUADALAJARA    ,"20.6744944,-103.3448475,13.42",882,22171000,13859000,10831000,9623000,12096000,11726000,10413000,12035000,10629000,10180000,8985000,8730000
VERACRUZ                 ,ALTO LUCERO    ,"19.453482,-97.3057997,10",883,4014000,2924000,2320000,2610000,2657000,2976000,2486000,3017000,2724000,2420000,2121000,2734000
VERACRUZ                 ,ALTOTONGA      ,"19.7646842,-97.6517851,10",884,16572000,14551000,10767000,11206000,11508000,11659000,10364000,12458000,10294000,9719000,8777000,12238000
VERACRUZ                 ,VERACRUZ       ,"19.167343,-96.395362,11",885,3262000,2298000,2620000,2377000,2708000,2170000,2315000,2525000,2093000,2310000,2615000,2422000
TABASCO                  ,PARAISO        ,"18.4017059,-93.2125497,18.25",886,33036000,20338000,16530000,16803000,19042000,19511000,17787000,21077000,19493000,20526000,17169000,18526000
SONORA                   ,CANANEA        ,"30.795565,-110.9072889,9.75",887,30226000,15615000,13123000,12339000,14011000,14723000,17183000,24793000,14125000,12791000,9611000,9400000
QUINTANA ROO             ,FELIPE CARRILLO,"19.5846946,-88.0557221,17.29",888,30404000,18657000,14077000,13934000,16642000,15970000,15034000,16645000,16693000,16319000,15085000,15149000
PUEBLA                   ,ZACAPOAXTLA    ,"19.8772539,-97.6049998,14.75",889,3343000,2455000,2311000,2247000,2488000,2560000,2596000,3152000,2967000,2786000,2673000,3176000
DURANGO                  ,GOMEZ PALACIO  ,"25.5553821,-103.5008223,20",890,9674000,7181000,6522000,6127000,5784000,8497000,5618000,6937000,7186000,8663000,7227000,7854000
JALISCO                  ,"OCOTLAN, JAL   ","20.3480361,-102.7788715,16.25",891,3389000,2329000,2239000,2336000,2455000,2340000,2096000,2189000,1752000,1897000,1431000,1410000
VERACRUZ                 ,"HUATUSCO, VER  ","19.1502764,-97.2507191,11",892,25870000,21257000,17090000,16561000,17035000,17940000,16289000,19261000,16734000,17211000,17542000,21820000
SINALOA                  ,CULIACAN       ,"24.8034026,-107.4695139,16.75",893,14784000,9031000,7505000,7028000,7705000,7421000,6769000,8145000,7660000,7082000,6604000,5711000
TAMAULIPAS               ,REYNOSA        ,"26.0341827,-98.2791246,20",894,50108000,30830000,26610000,25587000,27496000,28359000,27912000,28941000,26349000,24980000,22449000,20748000
JALISCO                  ,AUTLAN DE NAVAR,"20.0753636,-105.4918547,9",895,45192000,30692000,24309000,22101000,22017000,20951000,19740000,24877000,23185000,23090000,21544000,21135000
MORELOS                  ,EMILIANO ZAPATA,"18.8321461,-99.1876887,21",896,23867000,18019000,14165000,14154000,16406000,15572000,14013000,16495000,15041000,14811000,13389000,16594000
DISTRITO FEDERAL         ,VENUSTIANO CARR,"19.4359342,-99.1465567,14",897,1809000,1671000,1558000,1397000,1774000,1392000,1263000,1458000,1313000,1410000,1364000,1635000
VERACRUZ                 ,ALAMO TEMAPACHE,"20.9079596,-97.7126437,14",898,4613000,3197000,3027000,2735000,3104000,3304000,2912000,2875000,2957000,2703000,2773000,2528000
VERACRUZ                 ,ALAMO TEMAPACHE,"20.9079596,-97.7126437,14",899,32426000,21340000,15152000,14540000,18928000,19828000,16177000,20014000,18931000,17507000,17075000,17297000
YUCATAN                  ,TIZIMIN        ,"21.1443254,-88.1513028,19.04",900,34281000,22354000,16872000,16619000,19948000,18734000,15637000,17637000,15485000,16141000,15762000,15713000
OAXACA                   ,BAHIAS DE HUATU,"15.7631036,-96.1303734,19.5",901,32489000,28563000,22821000,21051000,23713000,23544000,20812000,22917000,21882000,23146000,20235000,22497000
MICHOACAN                ,QUIROGA        ,"19.5685084,-101.7467263,11.25",902,2644000,2816000,1897000,2072000,1935000,2387000,2267000,2360000,2019000,2211000,2029000,2275000
ESTADO DE MEXICO         ,TLALNEPANTLA DE,"19.5619135,-99.2408494,14",903,3723000,2657000,1969000,1665000,2113000,2115000,2009000,2157000,2014000,1785000,1482000,2391000
VERACRUZ                 ,JESUS CARRANZA ,"17.7544412,-95.6948043,10",904,5240000,4361000,3686000,3428000,4226000,3476000,3360000,3669000,3185000,3441000,3157000,2697000
JALISCO                  ,TLAQUEPAQUE    ,"20.6286304,-103.3716534,13",905,22523000,12710000,9895000,9304000,10862000,10181000,9281000,10674000,9056000,8882000,7695000,7770000
JALISCO                  ,ZAPOPAN        ,"20.6424129,-103.4851599,14",906,6978000,4778000,4162000,4475000,5210000,4446000,4101000,4724000,3614000,3787000,3517000,3342000
ESTADO DE MEXICO         ,ECATEPEC DE MOR,"19.5500946,-99.1109276,14",907,25845000,19347000,15232000,14999000,16954000,16543000,14317000,16764000,14412000,14701000,13579000,18802000
CHIAPAS                  ,VILLAFLORES    ,"16.7538282,-93.1200034,19.5",908,32947000,25570000,18973000,19656000,23305000,23741000,20285000,21004000,19686000,19762000,18287000,18936000
DISTRITO FEDERAL         ,CUAUHTEMOC     ,"19.448191,-99.1822841,14",909,28210000,21439000,15881000,15798000,17731000,17457000,15130000,18179000,15707000,15670000,14806000,17222000
MORELOS                  ,EMILIANO ZAPATA,"18.8406412,-99.1841972,21",910,1218000,1011000,908000,946000,1068000,1007000,942000,1159000,803000,798000,858000,1034000
VERACRUZ                 ,SOLEDAD DE DOBL,"18.8222429,-96.8853221,10",911,5416000,4528000,3418000,3403000,3896000,4075000,3457000,4037000,3565000,3674000,3290000,3323000
MICHOACAN                ,MORELIA        ,"19.7282407,-101.2587762,14",912,26654000,22356000,18391000,17968000,19607000,19288000,18236000,21146000,18157000,18551000,17507000,21550000
ESTADO DE MEXICO         ,TEPOTZOTLAN    ,"19.731259,-99.4901079,11",913,17186000,12114000,11030000,10497000,11458000,11208000,10464000,12220000,10755000,10515000,9444000,13878000
JALISCO                  ,TEOCALTICHE    ,"21.2421824,-102.910223,10",914,5450000,4565000,3936000,3904000,4160000,3777000,3438000,4112000,3210000,3661000,3023000,3494000
BAJA CALIFORNIA SUR      ,CABO SAN LUCAS ,"22.9205515,-109.9859421,13",915,3193000,2284000,2270000,1997000,2516000,2345000,2211000,2462000,2165000,2131000,2100000,1862000
QUERETARO                ,QUERETARO      ,"20.5844043,-100.381027,20",916,17294000,12315000,10692000,10315000,11416000,11594000,10028000,12104000,9942000,9988000,9102000,11638000
DISTRITO FEDERAL         ,AZCAPOTZALCO   ,"19.5083943,-99.2803144,13",917,18456000,13551000,9998000,10024000,11818000,10964000,9292000,11914000,9546000,9858000,8544000,10813000
ESTADO DE MEXICO         ,OZUMBA         ,"19.0353474,-98.7999358,17",918,10580000,10433000,9055000,8762000,8829000,8243000,7446000,8235000,7215000,7556000,6992000,9462000
NUEVO LEON               ,CIENEGA DE FLOR,"25.9086437,-100.3361757,12",919,38566000,22776000,17736000,17162000,19354000,21851000,18828000,24162000,17619000,16502000,15184000,14853000
ESTADO DE MEXICO         ,TOLUCA         ,"19.289312,-99.7461686,13",920,20945000,17749000,13867000,14030000,14760000,14394000,12483000,14892000,13122000,13514000,12175000,17663000
ESTADO DE MEXICO         ,TEOTIHUACAN    ,"19.684093,-98.8698432,17",921,28324000,22454000,17831000,17643000,19051000,18945000,17323000,20301000,18389000,18590000,16837000,22420000
GUANAJUATO               ,APASEO EL GRAND,"20.5247734,-100.8391398,12.25",922,28771000,21426000,16922000,16798000,19338000,18665000,17830000,21123000,16496000,17204000,15422000,21804000
SINALOA                  ,MAZATLAN       ,"23.2562628,-106.4250649,19.08",923,13320000,8388000,6845000,5958000,7578000,7290000,6950000,7328000,7109000,7057000,6300000,5480000
VERACRUZ                 ,TEZONAPA       ,"18.5968892,-96.6910869,17",924,19710000,12692000,10957000,11381000,12970000,14117000,10470000,12333000,11654000,11491000,11078000,12641000
OAXACA                   ,TEHUANTEPEC    ,"16.3315133,-95.2350762,17",925,27987000,19131000,16647000,16615000,18933000,18202000,15304000,17535000,16885000,17357000,15639000,16087000
JALISCO                  ,TLAQUEPAQUE    ,"20.6822973,-103.4874254,12.25",926,9095000,6673000,5496000,4963000,5165000,5164000,4909000,5056000,4861000,5113000,4315000,4524000
VERACRUZ                 ,ISLA           ,"18.0318192,-95.5463383,14.75",927,24129000,17367000,13400000,12919000,14459000,15361000,13030000,14830000,12934000,12838000,11640000,13650000
TAMAULIPAS               ,CD MADERO      ,"22.2441742,-97.838396,21",928,28727000,17607000,14300000,13434000,17089000,15505000,14350000,16192000,14937000,14101000,11860000,11833000
GUANAJUATO               ,SALAMANCA      ,"20.5566821,-101.2325647,14",929,24801000,18807000,14495000,13777000,16003000,16056000,14677000,18302000,14329000,14694000,13648000,17482000
TLAXCALA                 ,APIZACO        ,"19.4126031,-98.1368847,18.04",930,25255000,21177000,15661000,16476000,18156000,17335000,15562000,18724000,15902000,15805000,14502000,20006000
VERACRUZ                 ,CERRO AZUL     ,"21.1910441,-97.8145623,13",931,10398000,8838000,7977000,7400000,9204000,8608000,7535000,8207000,7030000,7374000,6671000,7160000
NUEVO LEON               ,MONTERREY      ,"25.6968235,-100.3451745,13",932,15995000,10335000,7363000,8976000,9761000,8272000,7888000,9506000,7752000,7436000,6256000,6161000
MICHOACAN                ,MARAVATIO      ,"19.7608372,-100.6915895,10.75",933,39934000,34300000,26207000,26839000,28910000,28164000,24466000,29429000,26393000,25200000,23266000,30161000
OAXACA                   ,MIAHUATLAN DE P,"16.3300377,-96.5962601,18",934,29115000,27322000,20381000,18483000,21306000,21202000,17488000,20154000,18786000,19562000,16766000,18577000
DISTRITO FEDERAL         ,IZTAPALAPA     ,"19.320849,-99.1114628,14",935,18331000,13446000,11663000,11347000,12498000,12148000,11799000,13046000,12002000,12031000,10592000,14237000
ESTADO DE MEXICO         ,TEXCOCO        ,"19.3842157,-99.0943222,13",936,15698000,12192000,9034000,9136000,10545000,10240000,8981000,11163000,9042000,9351000,8517000,12546000
SINALOA                  ,GUASAVE        ,"25.5646897,-108.4749319,16.25",937,19284000,12406000,9113000,8424000,9078000,8987000,8927000,10565000,9720000,10105000,8678000,8331000
CAMPECHE                 ,CAMPECHE       ,"19.8254786,-90.5349325,20",938,40141000,27351000,20845000,19279000,24160000,20979000,19493000,23882000,21401000,21711000,19875000,20555000
QUERETARO                ,VILLA CORREGIDO,"20.5404519,-100.4405022,2",939,2906000,2183000,2196000,2112000,2253000,2382000,2171000,2098000,1885000,1999000,1572000,1971000
JALISCO                  ,PTO VALLARTA   ,"20.6462131,-105.2493819,14",940,3341000,1955000,1709000,1668000,2059000,1686000,1569000,1765000,1615000,1661000,1578000,1376000
VERACRUZ                 ,PASO DEL MACHO ,"19.0068152,-97.016919,10.75",941,16128000,14056000,9889000,10117000,12243000,12024000,10346000,12160000,10113000,10076000,9027000,11214000
PUEBLA                   ,CD SERDAN      ,"18.9881429,-97.468513,14.75",942,24122000,20262000,15003000,16375000,17212000,17418000,14687000,17434000,15007000,15061000,13613000,18507000
GUANAJUATO               ,LEON           ,"21.1760083,-101.9511938,11",943,22045000,16907000,13415000,12133000,13733000,12782000,12458000,15442000,12084000,11601000,11510000,14790000
ESTADO DE MEXICO         ,NEZAHUALCOYOTL ,"19.3999823,-98.9991813,14.75",944,5353000,5783000,4426000,5062000,4707000,5100000,4530000,5223000,4367000,4783000,3884000,5554000
TAMAULIPAS               ,MATAMOROS      ,"25.8811399,-97.5055393,21",945,19922000,11108000,8856000,8997000,9652000,10190000,8782000,10890000,9293000,9740000,9281000,7642000
NUEVO LEON               ,SN NICOLAS DE L,"25.7369112,-100.3007264,12.25",946,19066000,11776000,9586000,8789000,10094000,11276000,9822000,11926000,10432000,9764000,8880000,8885000
