Estado / Canal,Ciudad,latitud,longitud,Tienda,dic-22,nov-22,oct-22,sep-22,ago-22,jul-22,jun-22,may-22,abr-22,mar-22,feb-22,ene-22
ESTADO DE MEXICO         ,MELCHOR OCAMPO ,20.6654498,-102.874352,985,19600.5573,19600.5573,21773.48532,14050.6873,20474.5918,19013.5873,21773.48532,20638.39283,20734.5918,19953.9218,19887.5918,23069.60649
OAXACA                   ,LOMA BONITA    ,20.5260882,-103.3928365,986,22048.87,22048.87,20595.87,22048.87,23384.53,21461.9,20595.87,23548.33,23156.1,22797.53,22797.53,26445.1348
JALISCO                  ,ZAPOPAN        ,28.6315038,-106.3691568,987,8552.29,8552.29,11686.66874,4049.24,10473.1445,8309.29,11686.66874,10196.7545,10130.1445,9886.1445,9886.1445,11467.92762
DISTRITO FEDERAL         ,MAGDALENA CONTR,20.0753636,-105.4918547,988,23504.75,23504.77,20552.78,22005.76,23341.44,23261.75,20552.78,23505.22,23408.48,22754.42,22754.42,26395.1272
VERACRUZ                 ,MARTINEZ DE LA ,19.3601015,-99.1108361,989,32012.25,32000.05,30557.73,28903.25,29295.21,31527.36,30557.73,30096.66,30252.86,28839.06,28609.35,33453.3096
YUCATAN                  ,PUERTO PROGR   ,21.3662185,-97.7646883,990,29875.6945,29873.8845,29612.3445,24641.44,31065.3445,29547.2045,29612.3445,31392.9445,31585.3445,30653.9245,29905.6545,34956.99962
SONORA                   ,HERMOSILLO     ,21.0387736,-105.2478888,991,15812.95,15812.95,13963.05,10142.95,10142.95,14996.29,13963.05,10634.35,10224.99,9472.95,9243.26,10988.622
ESTADO DE MEXICO         ,TLALNEPANTLA   ,19.879935,-103.6333877,992,9169.91,9169.91,7716.91,9169.91,9169.91,8697.22,7716.91,9333.71,9429.91,9185.91,8956.22,10655.6556
MICHOACAN                ,TEPALCATEPEC   ,18.7528395,-100.1835565,993,21934.59,21934.59,21250.19247,17883.71,25643.2745,21461.9,21250.19247,25807.0745,25360.5745,25057.7945,24826.5845,29067.04162
JALISCO                  ,ATOTONILCO     ,16.958534,-96.4781454,994,28792.36,28792.36,24546.58357,18407.2,24829.5845,28319.67,24546.58357,25013.4545,23800.5845,23559.6345,23326.8945,30924.59602
JALISCO                  ,TLAJOMULCO DE Z,19.1066348,-98.2800886,995,9284.19,9284.19,12418.56874,4781.14,11205.0445,8901.16,12418.56874,10826.1445,10862.0445,10618.0445,10618.0445,12316.93162
CHIHUAHUA                ,CHIHUAHUA      ,16.876768,-95.0383492,996,9125.95,9125.95,7672.95,9125.95,9125.95,9377.4,7672.95,9289.75,9385.95,8840.45,8309.26,9905.182
JALISCO                  ,EL GRULLO      ,19.6283193,-99.5812798,997,22278.56,22278.56,20825.56,22278.56,23614.22,21461.9,20825.56,23778.02,23542.57,23027.22,22797.53,26711.5752
ESTADO DE MEXICO         ,CHIMALHUACAN   ,19.2840982,-99.7394013,998,18101.5673,18101.5673,21867.2346,18553.7373,18553.7373,17514.5973,21867.2346,18717.53833,18638.8673,17966.7373,17966.7373,20841.41527
VERACRUZ                 ,NARANJOS       ,20.909012,-104.2702961,999,23088.56,23088.56,22470.9729,19037.68,25461.5845,22271.9,22470.9729,25789.1845,25981.5845,25737.5845,25507.8945,29855.59802
NAYARIT                  ,LA PE#ITA DE JA,19.0727448,-97.3857939,1000,21704.9,21704.9,21020.50247,17654.02,25413.5845,21461.9,21020.50247,25577.3845,25673.5845,25019.5445,24826.5845,28798.83802
JALISCO                  ,SAYULA         ,19.2889686,-99.1178263,1001,25033.11,25027.01,21148.59,22598.54,23929.62,24546.7,21148.59,24907.85,24021.28,23441.2,23202.36,27198.8564
ESTADO DE MEXICO         ,VILLA GUERRERO ,19.5673853,-96.9311822,1002,25052.87,25052.87,24435.2829,21001.99,28129.7545,24580.18,24435.2829,27227.9545,27058.5545,27159.3745,26929.7045,31504.87442
OAXACA                   ,TLACOLULA DE MA,17.0299923,-96.7375422,1003,22178.18,22178.18,20725.18,22178.18,23513.84,21461.9,20725.18,23677.64,23773.84,23529.84,23529.84,27294.6144
PUEBLA                   ,CUAUTLANCINGO  ,19.4276529,-99.0369737,1004,12844.18,12853.32,11383.55,10955.83,9595.03,12359.29,11383.55,9921.1,10118.08,9360.07,8432.29,10070.888
OAXACA                   ,MATIAS ROMERO  ,20.5045755,-103.2741774,1005,23088.56,23088.56,21635.56,23088.56,24424.22,22271.9,21635.56,23910.67,23738.22,23494.22,23264.53,27253.2952
ESTADO DE MEXICO         ,NICOLAS ROMERO ,21.2421824,-102.910223,1006,25096.83,25096.83,23643.83,25096.83,25096.83,24624.14,23643.83,25588.23,25876.83,24475.07,23594.14,27635.6428
ESTADO DE MEXICO         ,TOLUCA         ,16.3407793,-98.0540042,1007,9284.19,9284.19,7831.19,9284.19,9284.19,8901.16,7831.19,9447.99,9544.19,9300.19,9300.19,10788.2204
JALISCO                  ,TAMAZULA DE GOR,20.7213179,-105.2778534,1008,22593.05,22665.95,20379.7389,20235.95,27995.5145,26244.14,20379.7389,28323.1145,28515.5145,28271.5145,28041.8245,32798.49482
VERACRUZ                 ,COSCOMATEPEC   ,19.4863365,-99.3615317,1009,29511.5845,29511.5845,27831.7845,19847.68,27607.2445,28694.9245,27831.7845,28098.6445,27102.8545,26334.2445,26104.5545,30547.72362
DISTRITO FEDERAL         ,TLAHUAC        ,20.6208422,-103.2579338,1010,9284.19,9284.19,7831.19,9284.19,9284.19,8901.16,7831.19,9447.99,9544.19,8697.19,8697.19,10088.7404
VERACRUZ                 ,XALAPA         ,20.5749591,-103.3810766,1011,30335.65,30335.65,27383.66,24470.76,24502.32,29862.96,27383.66,23184.72,23473.32,23229.32,22999.63,26946.0112
OAXACA                   ,XOXOCOTLAN     ,19.2106706,-96.2956703,1012,21826.88,21826.88,20373.88,18445.88,21826.88,21010.22,20373.88,22318.28,22612.98,20564.55,20324.19,23842.5008
ESTADO DE MEXICO         ,CHIMALHUACAN   ,25.2818379,-100.1119652,1013,25415.55,25415.55,24274.9729,20841.68,14048.7345,24598.89,24274.9729,13400.3345,13594.2545,19567.41748,20354.5918,23884.84289
JALISCO                  ,EL SALTO       ,19.5185225,-99.1809459,1014,22278.56,22278.56,20825.56,22283.72,23614.22,21461.9,20825.56,23779.54,23874.22,23630.22,23400.53,27411.0552
JALISCO                  ,SAN MIGUEL EL A,18.6214766,-99.3228625,1015,22048.87,22048.87,20595.87,22048.87,23384.53,21461.9,20595.87,23548.33,23644.53,23400.53,23400.53,27144.6148
OAXACA                   ,SANTIAGO PINOT ,19.190684,-96.1957754,1016,25174.59,25174.59,23721.59,25174.59,26510.25,24701.9,23721.59,26726.25,24795.25,24551.25,24321.56,28479.45
NAYARIT                  ,BAHIA DE BANDER,19.0892442,-96.1553149,1017,22303.65,22303.65,20120.26247,16753.78,24513.3445,21717.41,20120.26247,24677.1445,24694.9545,23926.3445,23926.3445,27754.55962
DISTRITO FEDERAL         ,AZCAPOTZALCO   ,19.4320832,-100.0003374,1018,23349.9,23348.09,26806.2273,23040.56,23040.56,26516.76,26806.2273,23204.36,23300.56,22730.94,22453.56,26046.1296
JALISCO                  ,TONALA         ,17.2077558,-100.4370035,1019,13899.41,13902.46,17122.19802,5462.8,10960.2545,13426.72,17122.19802,11297.0045,10772.7645,9857.8445,9628.1545,11438.63762
JALISCO                  ,TLAQUEPAQUE    ,22.9205515,-109.9859421,1020,25467.87,25467.87,22271.88,22590.88,20486.75,24651.21,22271.88,20812.48,21004.88,21004.88,20774.19,24364.5008
VERACRUZ                 ,VERACRUZ       ,19.1169976,-98.1722345,1021,13175.95,13175.95,11722.95,13175.95,11912.35,12563.23,11722.95,10263.55,9720.29,9005.95,8776.26,10446.902
NUEVO LEON               ,ALLENDE        ,19.796172,-97.331309,1022,27490.83,27490.83,25374.2529,19510.96,27270.5245,26404.83,25374.2529,27598.1245,27790.5245,27546.5245,27316.8345,31959.26962
ESTADO DE MEXICO         ,TLALNEPANTLA DE,20.267616,-97.9662884,1023,27615.97,27604.59,26151.59,27604.59,27604.59,27131.9,26151.59,28914.99,29684.59,29440.59,29210.9,34154.0772
MORELOS                  ,PUENTE DE IXTLA,22.9281729,-104.0113373,1024,23511.6,23509.79,28287.79874,20650.37,27074.2745,23183.11,28287.79874,27133.4945,27168.2745,26924.2745,26694.5845,31232.15842
VERACRUZ                 ,VERACRUZ       ,18.7168321,-96.0595077,1025,26629.62,26629.62,23677.63,25130.63,25518.59,27873.159,23677.63,24363.89,23700.03,23106.29,22876.6,26803.2964
VERACRUZ                 ,MEDELLIN       ,16.6918008,-98.4081963,1026,25800.6,25800.6,25183.0129,21749.72,27655.2245,29378.79,25183.0129,25261.2245,24801.3045,24207.5645,23977.8745,28080.77482
ESTADO DE MEXICO         ,VILLA VICTORIA ,21.1031792,-101.8014984,1027,18797.2873,19306.4917,22383.83604,14746.4073,21170.3118,22375.4773,22383.83604,21497.91283,21533.5318,20240.3118,20010.6218,23478.76169
GUERRERO                 ,ATOYAC DE ALVAR,20.7797808,-102.9119312,1028,26794.59,26794.59,25341.59,26796.11,27077.25,26321.9,25341.59,23406.87,23802.13,23558.13,23328.44,27327.4308
BAJA CALIFORNIA SUR      ,CABO SAN LUCAS ,26.0723767,-98.3223404,1029,18109.1645,18109.1645,16656.1645,11685.26,18109.1645,17636.4745,16656.1645,16883.0045,16737.1645,16493.1645,16263.4745,19132.07082
TLAXCALA                 ,SAN PABLO DEL M,30.6284589,-112.1197701,1030,18943.1845,18943.1845,19683.1345,14463.7,20335.2845,18423.1945,19683.1345,18639.8245,18765.5445,17625.1845,15323.1945,18090.90122
PUEBLA                   ,SAN JUAN XIUTET,27.5176834,-99.5635182,1031,21660.94,21660.94,21043.3529,17610.06,24033.9645,21762.77,21043.3529,24197.7645,24101.0045,30496.6245,34052.1745,47220.70369
PUEBLA                   ,XICOTEPEC DE JU,18.450545,-96.4703026,1032,23088.56,23088.56,22404.16247,19037.68,26797.2445,23650.35,22404.16247,27124.8445,27160.4645,25867.2445,25637.5545,30013.07962
ZACATECAS                ,LORETO         ,18.6333139,-95.5334045,1033,23898.56,23898.56,23280.9729,19847.68,27607.2445,23770.7,23280.9729,27124.8445,27317.2445,27086.9645,26843.5545,31415.57762
VERACRUZ                 ,IGNACIO DE LA L,21.1529862,-86.9157685,1034,20591.36,20591.36,19973.7729,16540.48,24300.0445,20348.36,19973.7729,24463.8445,24113.8245,23713.0445,23713.0445,27507.13162
GUERRERO                 ,OMETEPEC       ,23.2304476,-106.3880967,1035,32487.42,32487.4173,36397.2873,32487.4173,32487.4173,22960.7,36397.2873,32815.01833,33007.4173,32763.42,32533.73,47275.11407
GUANAJUATO               ,LEON           ,16.5655347,-96.7328428,1036,9935.95,9935.95,13155.69802,5432.9,11856.8045,9119.29,13155.69802,12184.4045,11749.6845,10926.8045,10697.1145,12675.09322
JALISCO                  ,ACATIC         ,19.1765237,-98.5634253,1037,22194.88,22193.07,27150.1973,23384.53,23384.53,22644.85,27150.1973,23548.33,23138.01,22797.53,22797.53,26445.1348
TAMAULIPAS               ,REYNOSA        ,27.1343661,104.9307399,1038,10789.91,10789.91,9336.91,10789.91,10789.91,10317.22,9336.91,10069.28,9762.43,9516.91,9287.22,11045.1952
SONORA                   ,"MAGDALENA, SON ",19.9450418,-103.7896702,1039,23108.38,23100.76,22484.6929,19054.45,26809.4445,22960.7,22484.6929,27130.9445,27317.2445,27073.2445,26843.5545,31424.41682
TAMAULIPAS               ,NUEVO LAREDO   ,19.6773028,-101.3766861,1040,23562.21,23554.59,22103.11,23556.11,23554.59,23081.9,22103.11,22960.59,22525.59,22284.64,22051.9,25846.6444
VERACRUZ                 ,TIERRA BLANCA  ,20.7358595,-99.3842347,1041,9979.91,9979.91,8526.91,9979.91,9979.91,9507.22,8526.91,10307.51,9366.27,9049.91,8820.22,10497.8956
VERACRUZ                 ,LERDO DE TEJADA,19.4230491,-97.5869179,1042,8941.19,8941.19,7488.19,8941.19,8941.19,9043.02,7488.19,8844.99,8941.19,8697.19,8697.19,10088.7404
QUINTANA ROO             ,CANCUN         ,19.6136907,-98.120869,1043,23710.26,23710.26,22257.26,20470.26,20471.78,22968.23,22257.26,20797.86,20990.26,19801.14,19310.57,22670.2396
SINALOA                  ,MAZATLAN       ,26.6312362,-101.9687998,1044,13563.88,13565.4,8870.88,10323.88,10323.88,13018.11,8870.88,10653,10846.93,9779.8,9164.19,10896.9008
OAXACA                   ,EJUTLA DE CRESP,19.2797582,-96.5214342,1045,31916.6,33106.2473,36240.62874,32550.5,35027.1018,24162.9188,36240.62874,20638.3918,20698.4118,19887.5918,19887.5918,23069.60649
PUEBLA                   ,HUEJOTZINGO    ,25.1840132,-99.8539272,1046,23855.65,23855.65,20903.66,22356.66,23692.32,23382.96,20903.66,24019.92,24212.32,23968.32,23738.63,27803.2512
CHIHUAHUA                ,JIMENEZ        ,21.9587666,-102.3505755,1047,24734.47,24740.57,23278.43,24716.18,26009.34,24580.7,23278.43,24527.39,23756.51,23514.04,23264.53,27274.5116
JALISCO                  ,TAPALPA        ,23.7316503,-99.1466447,1048,22211.98,22211.98,20758.98,22211.98,23547.64,21968.98,20758.98,24039.04,22988.98,22274.64,22274.64,25838.5824
MICHOACAN                ,MORELIA        ,20.4355184,-103.9889734,1049,16747.7845,16747.7845,15297.8345,10323.88,16747.7845,15931.1245,15297.8345,17075.3845,16797.4445,15817.7845,15588.0945,18348.63002
HIDALGO                  ,ZIMAPAN        ,23.6337768,-103.6453178,1050,23476.83,23476.83,22023.83,23476.83,24812.49,23004.14,22023.83,24976.29,25276.43,25032.43,24802.74,29037.6188
VERACRUZ                 ,XICO           ,19.3380811,-90.7275478,1051,22005.78,22005.76,20552.76,22005.78,23341.42,21762.78,20552.76,23505.24,23137.11,22754.44,22754.42,26395.1504
TLAXCALA                 ,TLAXCO         ,21.6316452,-102.9796058,1052,21316.97,21316.97,19863.97,21316.97,22652.63,21073.97,19863.97,22816.43,22309.63,22065.63,22065.63,25596.1308
NUEVO LEON               ,SABINAS HIDALGO,19.860373,-101.1737597,1053,24364.59,24364.59,22854.89,23554.59,24890.25,23891.9,22854.89,25381.65,25670.25,25426.25,25196.56,29494.45
VERACRUZ                 ,PASO DE OVEJAS ,19.4169019,-98.1492458,1054,22514.9,22514.9,21897.3129,18464.02,26223.5845,22271.9,21897.3129,26551.1845,25851.1445,25293.5845,25293.5845,29340.55802
NUEVO LEON               ,MONTEMORELOS   ,17.9656413,-94.7313896,1055,22744.59,22744.59,21291.59,22744.59,22744.59,22271.9,21291.59,23072.19,23264.59,22067.85,21584.9,25304.9244
AGUASCALIENTES           ,JESUS MARIA    ,25.557895,-103.4330379,1056,26116.79,26116.79,22022.7,22187.8,23523.46,25644.1,22022.7,23851.06,24043.46,23799.46,23569.77,27607.3736
TAMAULIPAS               ,CD VICTORIA    ,18.9026781,-96.9980321,1057,27376.55,27376.55,24427.61,25828.96,25593.22,26889.69,24427.61,26084.62,26373.22,25152.36,23860.84,28211.4552
JALISCO                  ,SAN MARTIN DE H,20.7989667,-103.681573,1058,17757.5973,17611.5873,21344.14604,13706.7173,20130.6218,17514.5973,21344.14604,20294.4218,20390.6218,20146.6218,20146.6218,23370.08129
ZACATECAS                ,SOMBRERETE     ,19.3282338,-99.0499611,1059,23903.13,23898.56,22445.56,23242.46,24427.27,23976.16,22445.56,24510.62,23742.79,23494.22,23264.53,27255.0584
CAMPECHE                 ,CHAMPOTON      ,20.6125409,-103.5318895,1060,22744.59,22744.59,21291.59,22744.59,22744.59,22271.9,21291.59,24148.06,23610.08,23364.56,23134.87,27102.8896
ZACATECAS                ,JALPA          ,27.6827293,-105.175344,1061,22424.57,22422.76,27200.76874,19563.34,25987.2445,22440.91,27200.76874,25771.1545,25644.2445,25400.2445,25170.5545,29464.28362
MICHOACAN                ,ZINAPECUARO    ,20.0753636,-105.4918547,1062,23088.56,23088.56,22404.16247,19037.68,25461.5845,22960.7,22404.16247,25789.1845,25004.7245,24531.5845,24301.8945,28465.47722
TLAXCALA                 ,APIZACO        ,27.8526026,-101.1263307,1063,15236.88,15236.88,13783.88,15236.88,14864.28,14420.22,13783.88,9238.48,9430.88,9186.88,8957.19,10656.7808
VERACRUZ                 ,JALTIPAN DE MOR,25.7612548,-108.8202556,1064,9284.19,9284.19,7831.19,4781.14,9284.19,10075.67,7831.19,9611.79,9436.36,8957.19,8957.19,10390.3404
COAHUILA                 ,TORREON        ,21.8473188,-103.8740158,1065,4781.14,4781.14,3328.14,4781.14,4781.14,4538.14,3328.14,4944.94,5041.14,4453.43,4194.14,4865.2024
VERACRUZ                 ,CORDOBA        ,20.3762517,-102.9298943,1066,13142.15,13142.15,11689.15,13142.15,12413.15,12669.46,11689.15,11849.75,11065.29,10592.15,10362.46,12286.894
JALISCO                  ,ZAPOPAN        ,20.664333,-103.3206751,1067,24146.04,24144.23,27150.1973,23384.53,23384.53,24392.07,27150.1973,23548.33,23644.53,23400.53,23400.53,27144.6148
ESTADO DE MEXICO         ,IXTAPALUCA     ,20.8860792,-104.0005725,1068,27042.07,27040.26,30046.2273,25713.56,24660.56,27053.164,30046.2273,25097.69,23631.56,23387.56,23387.56,27129.5696
JALISCO                  ,ZAPOPAN        ,20.0198931,-97.5278703,1069,24842.44,24837.87,23386.39,24837.87,24839.39,25270.35,23386.39,23438.44,22998.87,22366.94,22137.25,25949.1884
CHIHUAHUA                ,CAMARGO        ,17.8991315,-94.1206134,1070,24294.56,24294.56,22841.56,23730.61,24013.27,24166.7,22841.56,24337.82,23360.4,23080.22,22850.53,26773.0552
JALISCO                  ,UNION DE TULA  ,19.3564979,-99.5866871,1071,20462.67,20462.67,19009.67,20462.67,21798.33,20219.67,19009.67,21962.13,21786.98,21211.33,21211.33,24605.1428
COAHUILA                 ,SABINAS        ,19.4370218,-100.3770402,1072,25024.42,25009.17,22546.71,24004.28,25339.94,24873.69,22546.71,25199.36,25371.94,24512.7,23264.53,27286.8888
SINALOA                  ,JUAN JOSE RIOS ,20.6128221,-105.4039365,1073,22393.69,22393.71,20940.71,22393.69,23729.37,22150.69,20940.71,23772.55,23386.37,23142.35,23142.37,26845.126
AGUASCALIENTES           ,CALVILLO       ,21.1393737,-98.4201562,1074,27143.13,27144.66,22382.81,22040.66,23374.79,27700.35,22382.81,23093.83,23027.22,23027.22,22797.53,26713.3384
JALISCO                  ,PONCITLAN      ,18.5374858,-96.6053134,1075,29356.74,29354.93,33766.13802,22301.14,27607.2445,29482.974,33766.13802,27429.3145,26578.2445,26334.2445,26104.5545,30547.72362
JALISCO                  ,GUADALAJARA    ,19.0442929,-98.3329809,1076,13179,13175.95,11164.05,10745.95,10745.95,12703.26,11164.05,10571.07,9723.05,9474.47,9243.26,10988.622
JALISCO                  ,TEQUILA        ,21.9504629,-105.1440722,1077,25411.27,25405.17,23288.5929,19861.4,26279.2045,25269.69,23288.5929,26778.2245,27082.0745,26841.1245,26577.8945,31163.99682
PUEBLA                   ,CUETZALAN DEL P,19.4855419,-102.1070022,1078,27201.33,27201.33,26583.7429,20526.05,27671.5345,26728.64,26583.7429,26578.2645,26865.3345,26619.8145,25983.3845,30407.16642
VERACRUZ                 ,LAS CHOAPAS    ,22.2117795,-98.3805328,1079,4781.14,4781.14,3225.55,4678.55,4678.55,4194.17,3225.55,4842.35,4606.9,4091.55,4091.55,4746.198
DISTRITO FEDERAL         ,CUAJIMALPA     ,20.587542,-100.4118486,1080,13807.3,13807.3,12354.3,13807.3,13807.3,13133.26,12354.3,13446.49,13464.3,13540.27,13540.27,15706.7132
MICHOACAN                ,ZITACUARO      ,19.7637041,-99.6134507,1081,23088.56,23088.56,22404.16247,19039.2,26797.2445,22960.7,22404.16247,26678.6245,26111.2445,25867.2445,25637.5545,30006.00362
JALISCO                  ,PTO VALLARTA   ,17.0680061,-96.6967029,1082,22048.87,22048.87,20595.87,22048.87,23384.53,22840.35,20595.87,23409.64,23041.53,22797.53,22797.53,26445.1348
HIDALGO                  ,HUEJUTLA DE REY,22.1836893,-101.075563,1083,8597.22,8597.22,7144.22,8597.22,8597.22,8354.22,7144.22,8501.02,8597.22,8353.22,8353.22,9689.7352
OAXACA                   ,ACATLAN DE PERE,18.9201315,-99.197004,1084,24708.56,24708.56,23255.56,24708.56,25315.22,24580.7,23255.56,24546.8,23738.22,23495.74,23264.53,27258.5964
PUEBLA                   ,PUEBLA         ,20.6502942,-104.0458262,1085,4049.24,4049.24,2596.24,4049.24,4049.24,3806.24,2596.24,4213.04,4309.24,3805.95,3462.24,4016.1984
NAYARIT                  ,RUIZ           ,18.4634977,-95.3194159,1086,23048.27,23232.76,27379.8873,23614.22,23614.22,23454.85,27379.8873,23778.02,23874.22,23630.22,23400.53,27411.0552
MICHOACAN                ,ARIO           ,20.5346453,-97.491317,1087,22386.76,22386.76,27035.9173,23270.25,23270.25,21914.07,27035.9173,23434.05,23198.6,22683.25,22453.56,26312.57
SAN LUIS POTOSI          ,EBANO          ,17.8644221,-93.1479676,1088,26116.74,26114.93,30526.13802,21653.14,27607.2445,26242.974,30526.13802,26416.2745,26578.2445,26334.2445,26104.5545,30547.72362
QUERETARO                ,EZEQUIEL MONTES,20.1409348,-103.7294237,1089,23342.77,23340.96,27849.3173,24080.25,24080.25,23124.174,27849.3173,24407.85,24600.25,23705.01,22920.56,26854.29
ESTADO DE MEXICO         ,VILLA DEL CARBO,28.195799,-105.5024464,1090,31241.47,31241.47,26573.0029,23042.51,27659.2745,30768.78,26573.0029,26177.8745,26370.2745,25716.2345,25293.5845,29606.99842
OAXACA                   ,SANTA LUCIA DEL,19.9230092,-103.0233273,1091,8736.43,8736.43,7283.43,8736.43,8736.43,8263.74,7283.43,9064.03,9256.43,9012.43,8782.74,10454.4188
SAN LUIS POTOSI          ,SAN LUIS POTOSI,18.9001152,-97.0488212,1092,11499.9,11492.28,9951.12,9062.27,9054.64,10996.72,9951.12,9373.1,8307.69,7936.99,7707.3,9210.4464
MORELOS                  ,CUERNAVACA     ,17.8059593,-97.7768018,1093,11685.26,11685.26,10232.26,11118.26,10065.26,12117.74,10232.26,9548.66,9379.26,9135.26,8905.57,10599.4768
JALISCO                  ,TALA           ,19.1156512,-98.2759666,1094,24303.71,24294.56,22841.56,24294.56,25630.22,24166.7,22841.56,23545.82,23738.22,23494.22,23264.53,27253.2952
VERACRUZ                 ,SANTIAGO TUXTLA,19.4808177,-99.1247035,1095,28317.05,28315.24,32956.13802,25233.34,31025.4445,28672.974,32956.13802,27124.8445,26460.9845,25867.2445,25637.5545,30006.00362
VERACRUZ                 ,POZA RICA      ,20.0753636,-105.4918547,1096,24587.55,24587.55,28189.8873,24424.22,24424.22,25149.34,28189.8873,24751.82,24944.22,24700.22,24470.53,28652.2552
CHIAPAS                  ,REFORMA        ,18.9847732,-98.2541196,1097,26883.65,26881.82,31293.02802,22533.45,26754.1345,26665.054,31293.02802,26635.5345,26068.1345,25824.1545,25594.4445,29956.01922
JALISCO                  ,ZAPOPAN        ,19.4444222,-96.4119702,1098,8940.22,8940.22,7487.22,8940.22,8940.22,8697.22,7487.22,8880.91,8597.22,6767.02,6767.02,7849.7432
CHIHUAHUA                ,DELICIAS       ,20.0364556,-98.3134475,1099,19885.34,19883.28,17774.18,17455.34,17457.4,19626.11,17774.18,17780.88,17277.92,16527.4,16293.59,19167.0048
JALISCO                  ,MAZAMITLA      ,25.7324753,-100.3326697,1100,24528.0145,24526.2045,24264.6645,19293.76,25717.6645,24377.1925,24264.6645,25332.8645,25717.6645,25473.6645,25243.9745,29549.45082
VERACRUZ                 ,FORTIN DE LAS F,21.4884636,-104.8324716,1101,24746.13,24746.13,21794.14,23247.14,24582.8,24503.13,21794.14,24746.6,24396.58,23995.8,23995.8,27835.128
OAXACA                   ,HUAJUAPAN DE LE,29.8211253,-106.4060198,1102,22178.18,22178.18,21271.08102,18127.3,25886.8645,22840.35,21271.08102,26050.6645,26110.6845,25299.8645,25299.8645,29347.84282
PUEBLA                   ,ACAJETE        ,19.6491149,-99.3345273,1103,23088.17,24027.77,21635.17,23088.17,23088.17,24235.48,21635.17,23415.77,23065.47,21770.24,25926.35,40391.95327
DISTRITO FEDERAL         ,GUSTAVO A MADER,19.5083943,-99.2803144,1104,28081.76,28079.95,31085.9173,27320.25,27320.25,27753.27,31085.9173,28303.05,28880.25,26429.27,24788.56,29021.17
JALISCO                  ,LA HUERTA      ,19.3610327,-99.2630142,1105,22259.12,22257.31,26762.2673,22996.6,22996.6,22615.044,26762.2673,22919.2,22653.6,22409.6,22409.6,25995.136
PUEBLA                   ,PUEBLA         ,19.2943853,-98.9374582,1106,8940.22,8940.22,7487.22,8940.22,8940.22,8697.22,7487.22,9104.02,8886.66,8353.22,8353.22,9689.7352
VERACRUZ                 ,ZEMPOALA       ,19.2895287,-98.997422,1107,22178.18,22178.18,20725.18,22178.18,23513.84,22397.75,20725.18,23677.64,23309.53,22823.12,22926.84,26595.1344
HIDALGO                  ,CUAUTEPEC DE HI,19.4005506,-99.1048926,1108,25177.99,25174.59,23725.34,25174.59,24788,24701.9,23725.34,24573.17,25069.9,23885.08,23655.39,27727.9092
NUEVO LEON               ,SN NICOLAS DE L,19.2889686,-99.1178263,1109,17308.3,17308.3,15855.3,10961.45,10183.85,16835.61,15855.3,10511.45,10705.37,9772.43,9024.16,10734.466
NAYARIT                  ,TEPIC          ,20.6255428,-87.0838939,1110,27956.86,27956.86,25773.47247,22406.99,30166.5545,27699.69,25773.47247,29201.7545,29586.5545,27364.7145,26700.8645,31239.44322
CHIHUAHUA                ,OJINAGA        ,25.755711,-100.2449636,1111,31132.4645,31132.4645,29679.4645,24708.56,30079.4645,31208.5445,29679.4645,29840.0645,30032.4645,40800.3545,44111.2845,64652.38042
ESTADO DE MEXICO         ,CUAUTITLAN IZCA,23.2733656,-106.4199271,1112,18724.36,18724.36,11766.91,13219.91,9474.065735,18251.67,11766.91,13205.2145,13492.2845,12148.3145,11208.0745,13272.56282
DISTRITO FEDERAL         ,AZCAPOTZALCO   ,20.7048893,-104.0071383,1113,21934.59,21934.59,20481.59,21934.59,23270.25,21461.9,20481.59,23435.57,23530.25,22942.54,22453.56,26312.57
DISTRITO FEDERAL         ,ALVARO OBREGON ,20.3034822,-89.4175948,1114,27605.86,27566.11,24654.72,25956,24213.68,27010.89,24654.72,24466.09,24576.14,23172.05,22920.56,26883.116
ESTADO DE MEXICO         ,CHALCO         ,19.5262406,-96.9415529,1115,12916.99,12916.99,11463.99,10810.99,9676.99,12444.3,11463.99,10174.49,8652.56,8413.14,8174.3,9748.6284
ESTADO DE MEXICO         ,CHALCO         ,25.7850991,-100.4315621,1116,13219.91,13219.91,11766.91,11340.71,9979.91,12747.22,11766.91,10307.51,9293.91,9049.91,8820.22,10497.8956
DISTRITO FEDERAL         ,IZTACALCO      ,18.0892162,-96.1331616,1117,10789.91,10789.91,9336.91,10789.91,10789.91,10317.22,9336.91,11281.31,9815.18,9516.91,9287.22,11039.6156
DISTRITO FEDERAL         ,TLAHUAC        ,27.1254521,-110.1348925,1118,14584.19,14584.19,13131.19,14743.19,14584.19,14686.02,13131.19,14747.99,14844.19,14063.52,13997.19,10088.7404
QUINTANA ROO             ,PLAYA DEL CARME,19.3523515,-99.113172,1119,11134.22,11134.22,9681.22,11134.22,11134.22,10661.53,9681.22,11466.39,11654.22,10641.43,9974.53,11836.8952
NUEVO LEON               ,APODACA        ,19.8900235,-102.3409405,1120,13773.91,13773.91,12320.91,13773.91,13773.91,13301.22,12320.91,13581.51,13775.43,13529.91,13300.22,15694.6956
SINALOA                  ,MAZATLAN       ,19.5246651,-99.0546373,1121,27667.46,27642.79,31862.6573,26733.14,26467.84,28437.614,31862.6573,24969.91,25261.56,25099.94,23731.53,27807.2648
