Estado / Canal,Ciudad,latitud,longitud,Tienda,dic-22,nov-22,oct-22,sep-22,ago-22,jul-22,jun-22,may-22,abr-22,mar-22,feb-22,ene-22
ZACATECAS                ,GUADALUPE      ,19.2883414,-99.1610135,553,22141.59,22141.59,20688.59,22141.59,22141.59,21668.9,20688.59,22469.19,22565.11,21814.59,21584.9,25304.9244
DISTRITO FEDERAL         ,ALVARO OBREGON ,32.58535,-115.5212989,554,23581.11,23580.83,27038.9673,23271.77,23271.77,23251.1,27038.9673,23434.05,23530.25,23069.17,22453.56,26312.57
DISTRITO FEDERAL         ,CUAUHTEMOC     ,17.9973919,-92.9255188,555,17267.73,17267.73,17267.73,17267.73,17267.73,0,17267.73,22098.39,22194.59,21733.51,21117.9,24763.2044
ESTADO DE MEXICO         ,TLALNEPANTLA DE,17.5489795,-99.5009535,556,5974.17,5974.17,4865.14,5798.14,5798.14,5731.17,4865.14,6125.74,6318.14,6074.14,6074.14,7017.8144
DISTRITO FEDERAL         ,CUAUHTEMOC     ,18.3437251,-99.5389193,557,22145.69,22140.05,20828.61,22278.56,23614.22,21461.9,20828.61,23778.02,23884.89,23401.15,22797.53,26711.5752
DISTRITO FEDERAL         ,XOCHIMILCO     ,19.2888701,-99.7089791,558,24038.71,24036.88,27495.0173,23729.37,23729.35,23939.91,27495.0173,23893.17,23989.35,23142.37,23142.37,26845.1492
BAJA CALIFORNIA NORTE    ,MEXICALI       ,20.1277466,-98.7318714,559,10364.37,8985.92,7672.95,9125.95,9125.95,8513.23,7672.95,9066.64,8782.95,8538.95,8309.26,9905.182
TABASCO                  ,VILLAHERMOSA   ,20.0811257,-98.3673629,560,22122.15,22120.34,25815.2973,22049.63,22049.63,21208.34,25815.2973,22213.43,22309.63,22065.63,22065.63,25596.1308
GUERRERO                 ,CHILPANCINGO   ,18.8122337,-98.951515,561,25952.6145,25950.8045,24190.2745,19219.37,25643.2745,25624.1245,24190.2745,25204.0745,25300.2745,25059.3245,24826.5845,29065.27842
GUERRERO                 ,IGUALA         ,18.9234676,-99.2350559,562,26552.5545,26552.5545,24855.5545,19884.65,26374.3745,25632.9245,24855.5545,25804.3645,24783.4945,24536.4645,24099.7645,28464.06202
ESTADO DE MEXICO         ,TOLUCA         ,21.3544735,-101.9641464,563,8597.22,8597.22,7144.22,8597.22,8597.22,8354.22,7144.22,8501.02,8597.22,8353.22,8353.22,9689.7352
HIDALGO                  ,PACHUCA        ,18.910147,-103.8735297,564,9385.95,9385.95,7932.95,9125.95,9125.95,8569.29,7932.95,9289.75,9385.95,9141.95,8912.26,10604.662
HIDALGO                  ,TULANCINGO     ,19.2944678,-99.6906495,565,12625.95,12625.95,11172.95,12625.95,12625.95,12498.09,11172.95,9291.27,9212.6,8542,8309.26,9906.9452
MORELOS                  ,CUAUTLA        ,18.6381969,-91.8349444,566,4781.14,4781.14,3328.14,4781.14,4781.14,4538.14,3328.14,4782.13,4438.14,4194.14,4194.14,4865.2024
MORELOS                  ,CUERNAVACA     ,14.8984205,-92.2489692,567,22424.57,22424.28,27382.9373,23620.32,23615.74,21752.11,27382.9373,23597.12,23271.22,23027.22,22797.53,26711.5752
JALISCO                  ,LAGOS DE MORENO,14.9084377,-92.2637675,568,9385.95,9385.95,7932.95,9127.47,9125.95,8569.29,7932.95,9291.27,8923.16,8540.47,8309.26,9905.182
COLIMA                   ,TECOMAN        ,31.6222025,-106.401464,569,9773.88,9773.88,8320.88,9513.88,9513.88,8957.22,8320.88,9297.79,9170.88,8926.88,8697.19,10355.1808
ESTADO DE MEXICO         ,TOLUCA         ,16.7536523,-93.1181458,570,8940.22,8940.22,7487.22,8940.22,8940.22,8697.22,7487.22,8663.83,8597.22,8353.22,8353.22,9689.7352
CAMPECHE                 ,CD DEL CARMEN  ,18.4616596,-97.3989109,571,25397.55,25397.55,22445.56,23898.56,23898.56,24867.23,22445.56,24389.96,24678.56,22824.55,22395.87,26245.6496
CHIAPAS                  ,TAPACHULA      ,19.8179334,-97.3653711,572,11641.7345,11641.7345,10192.8445,5217.83,11641.7345,10825.0745,10192.8445,5020.82,5134.83,4890.83,4661.14,5673.3628
CHIAPAS                  ,TAPACHULA      ,17.0599847,-96.7424431,573,9413.5,9413.5,7960.5,9413.5,9413.5,8697.22,7960.5,9577.3,9673.5,9194.33,8826.5,10238.74
CHIHUAHUA                ,CD JUAREZ      ,17.0612137,-96.7290936,574,5010.83,5010.83,3557.83,5010.83,5010.83,4194.17,3557.83,5174.63,4782.4,4423.83,4194.14,5131.6428
CHIAPAS                  ,TUXTLA GUTIERRE,17.9911928,-93.3759103,575,9429.91,9429.91,7976.91,9169.91,9169.91,8957.22,7976.91,9333.71,9429.91,8625.12,8353.22,9958.7508
PUEBLA                   ,TEHUACAN       ,18.8442381,-100.6467517,576,22178.18,22178.18,20725.18,26681.23,22178.18,21461.9,20725.18,22263.59,21835.18,21591.18,21591.18,25045.7688
PUEBLA                   ,TEZIUTLAN      ,26.055876,-98.3654598,577,9772.91,9772.91,8319.91,9772.91,9772.91,9300.22,8319.91,10100.51,9979.35,8842.91,8613.22,10257.7756
OAXACA                   ,OAXACA         ,17.9970598,-92.9223394,578,8940.22,8940.22,7487.22,8940.22,8940.22,8697.22,7487.22,9104.02,9200.22,8956.22,8956.22,10389.2152
OAXACA                   ,OAXACA         ,17.9519593,-94.9529965,579,9772.91,9772.91,8523.85,9976.85,9976.85,9300.22,8523.85,10304.45,10496.85,10252.85,10023.16,11893.306
TABASCO                  ,CARDENAS       ,18.1370821,-94.489017,580,9462.26,9462.26,8009.26,9462.26,9462.26,8787.18,8009.26,9771.77,9379.26,9135.26,8905.57,10596.9016
ESTADO DE MEXICO         ,IXTAPAN DE LA S,19.5382855,-96.9685548,581,19144.3073,19141.2573,22914.5446,19147.3573,19141.2573,18595.4873,22914.5446,18350.32833,18462.8773,18212.7773,17981.5673,21125.05847
TAMAULIPAS               ,REYNOSA        ,19.5382855,-96.9685548,582,14395.5273,14395.5073,12942.5073,5125.98,9629.01,14152.5273,12942.5073,9792.83,9889.01,9645.03,9645.03,11188.2348
TABASCO                  ,VILLAHERMOSA   ,20.0597861,-97.0864168,583,8209.29,8209.29,6756.29,8209.29,8209.29,7966.29,6756.29,8113.09,8209.29,7965.29,7965.29,9239.7364
VERACRUZ                 ,ACAYUCAN       ,17.9995625,-94.6178537,584,9750.22,9750.22,8297.22,9750.22,9750.22,9507.22,8297.22,9474.82,9432.05,8820.22,8820.22,10231.4552
VERACRUZ                 ,COATZACOALCOS  ,18.8481242,-97.1197677,585,6637.16,6637.16,6637.16,6637.16,6637.16,6433.22,6637.16,6637.16,6637.16,4836.277,1930.17,2238.9972
VERACRUZ                 ,XALAPA         ,20.5357943,-97.4830891,586,24635.47,24635.45,23193.12,29077.1873,26234.5745,24162.78,23193.12,26719.8945,25488.9145,24955.4945,24725.8045,28951.91162
VERACRUZ                 ,XALAPA         ,18.4467337,-95.2263928,587,22876.66,22876.66,21423.66,22356.66,22358.18,22403.97,21423.66,22690.36,21709.89,21429.71,21196.97,24867.3028
VERACRUZ                 ,MARTINEZ DE LA ,19.5834813,-99.1225943,588,9515.75,9517.63,8060.88,9523.49,9519.5,8697.22,8060.88,9681.43,9777.63,9035.42,8697.19,10355.1808
VERACRUZ                 ,MINATITLAN     ,19.1869296,-96.1484968,589,11910.08,11910.08,9000.19,10453.19,10453.19,9778.11,9000.19,10780.79,10551.09,9523.19,9293.5,11046.9004
VERACRUZ                 ,ORIZABA        ,19.3575102,-99.0751305,590,12244.7345,12244.7345,10791.7345,5820.83,12244.7345,11428.0745,10791.7345,6096.57,5918.73,4890.83,4661.14,5673.3628
VERACRUZ                 ,POZA RICA      ,20.9662879,-89.624725,591,8940.22,8940.22,7487.22,8940.22,8940.22,8697.22,7487.22,9104.02,9043.44,8353.22,8353.22,9689.7352
VERACRUZ                 ,SN ANDRES TUXTL,20.7280019,-103.4398403,592,9284.19,9284.19,7831.19,9284.19,9284.19,8697.22,7831.19,9447.99,9544.19,9300.19,9300.19,10788.2204
ESTADO DE MEXICO         ,TECAMAC        ,25.8518536,-97.5043464,593,4437.17,4437.17,2984.17,4437.17,4437.17,4194.17,2984.17,4600.97,4697.17,3958.71,3850.17,4466.1972
VERACRUZ                 ,VERACRUZ       ,24.1541178,-110.3343941,594,10270.22,10270.22,8817.22,9750.22,9750.22,10027.22,8817.22,10077.82,9727.52,8820.22,8820.22,10231.4552
ESTADO DE MEXICO         ,CHIMALHUACAN   ,19.5450346,-96.9686761,595,9147.22,9147.22,7694.22,9147.22,9147.22,8904.22,7694.22,9474.82,9667.22,9037.3,8820.22,10231.4552
YUCATAN                  ,MERIDA         ,27.4931496,-109.9653876,596,11292.91,11292.91,9839.91,10772.91,10772.91,10820.22,9839.91,11100.51,11292.91,10578.57,9613.22,11420.3508
JALISCO                  ,GUADALAJARA    ,17.0547387,-96.7276536,597,9773.88,9773.88,8320.88,9513.88,9513.88,8957.22,8320.88,9677.68,9188.97,8926.88,8697.19,10355.1808
TAMAULIPAS               ,MATAMOROS      ,31.7160113,-106.5862226,598,10094.19,10094.19,8641.19,10094.19,10094.19,11156.56,8641.19,10421.79,10614.19,10370.19,10370.19,12029.4204
BAJA CALIFORNIA SUR      ,LA PAZ         ,31.7390805,-106.6298246,599,9156.26,9156.26,7703.26,8896.26,8896.26,8840.18,7703.26,8897.25,8553.26,8309.26,8309.26,9638.7416
VERACRUZ                 ,BANDERILLA     ,23.6342911,-103.6503448,600,27407.6545,27163.65,24211.66,25664.66,25664.66,26577.41,24211.66,20968.47,21064.66,20964.86,20964.86,27903.6376
SONORA                   ,CD OBREGON     ,20.3816318,-101.2990171,601,9385.95,9393.45,7932.95,9125.95,9125.95,8569.29,7932.95,9289.75,8801.04,8538.95,8309.26,9905.182
OAXACA                   ,SAN MIGUEL SO  ,28.1886405,-105.484438,602,28472.7745,28472.7745,27019.7745,22048.87,29808.4345,27885.8045,27019.7745,29972.2345,29857.3845,29221.4345,29221.4345,33896.86402
CHIHUAHUA                ,CD JUAREZ      ,26.9350531,-105.6762914,603,8940.22,8940.22,7487.22,8940.22,8940.22,8697.22,7487.22,9104.02,8657.52,8353.22,8353.22,9689.7352
CHIHUAHUA                ,CD JUAREZ      ,24.0235873,-104.6691758,604,8896.26,8896.26,7443.26,8896.26,8896.26,8309.29,7443.26,9060.06,8589.44,8309.26,8309.26,9638.7416
ZACATECAS                ,SOMBRERETE     ,24.8006251,-107.4013259,605,23108.08,23106.56,21655.08,23106.56,23106.56,22493.84,21655.08,23925.56,24406.56,24162.56,23932.87,28028.5696
GUANAJUATO               ,VALLE D SANTIAG,24.8083677,-107.397345,606,8940.22,8940.22,7487.22,8940.22,8940.22,8697.22,7487.22,8887.2,8941.19,8697.19,8697.19,10088.7404
CHIHUAHUA                ,DELICIAS       ,25.5664747,-108.4718045,607,9544.19,9544.19,8091.19,9284.19,9284.19,8957.22,8091.19,9447.99,9230.63,8697.19,8697.19,10088.7404
CHIHUAHUA                ,PARRAL         ,32.6477224,-115.5688548,608,10742.46,10742.46,9289.46,10482.46,10482.46,10499.46,9289.46,10646.26,10742.46,10498.46,10498.46,12178.2136
DURANGO                  ,DURANGO        ,27.4897516,-109.9394934,609,9544.19,9544.19,8091.19,9284.19,9284.19,8957.22,8091.19,9447.99,9544.19,8805.73,8697.19,10088.7404
SINALOA                  ,CULIACAN       ,27.9244123,-110.8973275,610,11389.64,7556.495,4286.7,5217.83,5217.83,5771.83,4286.7,5545.43,5171.01,4890.83,4661.14,5673.3628
SINALOA                  ,CULIACAN       ,29.0809226,-110.961262,611,5996.86,5996.86,4543.86,5476.86,5476.86,5524.17,4543.86,5804.46,4790.86,4546.86,4317.17,5274.3576
SINALOA                  ,GUASAVE        ,32.5292211,-117.0029767,612,9156.26,9156.26,7703.26,8896.26,8896.26,8569.29,7703.26,9060.06,8613.56,8309.26,8309.26,9638.7416
BAJA CALIFORNIA NORTE    ,MEXICALI       ,28.7031543,-100.5148832,613,8896.26,8896.26,7443.26,8896.26,8896.26,9687.74,7443.26,8897.25,8553.26,8309.26,8309.26,9638.7416
SONORA                   ,CD OBREGON     ,20.2949116,-103.6055067,614,9773.88,9773.88,8320.88,9513.88,9513.88,9243.56,8320.88,9677.68,9231.18,8926.88,8697.19,10355.1808
SONORA                   ,GUAYMAS        ,25.4240807,-101.0039213,615,9284.19,9284.19,7831.19,9284.19,9284.19,8697.22,7831.19,9447.99,9544.19,9300.19,9300.19,10788.2204
SONORA                   ,HERMOSILLO     ,25.6769393,-100.2633248,616,8982.46,8982.46,7529.47,8982.47,8982.47,10239.46,7529.47,9146.27,9007.3,8395.47,8395.47,9738.7452
BAJA CALIFORNIA NORTE    ,TIJUANA        ,20.2299861,-103.677399,617,9025.57,9025.57,7572.57,9025.57,9025.57,9687.74,7572.57,9189.37,9285.57,8480.78,8438.57,9788.7412
COAHUILA                 ,PIEDRAS NEGRAS ,32.5218847,-116.9710171,618,8940.22,8940.22,7487.22,8940.22,8940.22,8697.22,7487.22,9104.02,8597.22,8353.22,8353.22,9689.7352
JALISCO                  ,JOCOTEPEC      ,19.6836306,-101.2475639,619,23677.17,23677.17,21493.78247,18127.3,25886.8645,22960.89,21493.78247,25526.0545,25543.8645,25299.8645,25299.8645,29347.84282
COAHUILA                 ,SALTILLO       ,18.0836222,-96.1258066,620,14489.06,14487.53,13828.18424,9984.48,11905.3345,14010.27,13828.18424,12229.8845,12263.9845,10970.7645,10741.0745,12731.38802
NUEVO LEON               ,GUADALUPE      ,25.6915399,-100.3477465,621,4781.14,4781.14,3328.14,4781.14,4781.14,4194.17,3328.14,4944.94,4962.75,4194.14,4194.14,4865.2024
JALISCO                  ,ZACOALCO DE TO ,21.5029692,-104.8968333,622,21660.94,21660.94,20207.94,21660.94,22996.6,21073.97,20207.94,23082.01,22653.6,22409.6,22409.6,25995.136
BAJA CALIFORNIA NORTE    ,TIJUANA        ,21.9842363,-99.0255378,623,9025.57,9025.57,7572.57,9025.57,9025.57,8782.57,7572.57,9189.37,9285.57,8438.57,8438.57,9788.7412
MICHOACAN                ,MORELIA        ,22.2481699,-97.8384925,624,24716.86,24716.86,22600.2829,19166.99,25590.8945,23770.89,22600.2829,25918.4945,25375.2345,24660.8945,24431.2045,28606.63762
OAXACA                   ,TUXTEPEC OAXACA,22.74424,-98.9753453,625,9903.19,9903.19,8450.19,9643.19,9643.19,8957.22,8450.19,9806.99,9903.19,9442.11,8826.5,10505.1804
NUEVO LEON               ,MONTERREY      ,20.571549,-101.2341955,626,9385.95,9385.95,7932.95,9125.95,9125.95,8569.29,7932.95,9289.75,9385.95,8948.99,8309.26,9905.182
NAYARIT                  ,TEPIC          ,25.8811228,-97.5061561,627,8896.26,8896.26,7443.26,8896.26,8896.26,8309.29,7443.26,9060.06,9156.26,8586.64,8309.26,9638.7416
SAN LUIS POTOSI          ,CD VALLES      ,26.0865602,-98.2895601,628,9775.4,9781.5,8323.93,9516.93,9515.4,8957.22,8323.93,9677.68,9776.93,9020.45,8697.19,10356.944
TAMAULIPAS               ,CD MADERO      ,22.2160412,-97.8571576,629,9748.13,9748.13,8295.13,9488.13,9488.13,8957.22,8295.13,9651.93,9205.43,8901.13,8697.19,10348.3252
TAMAULIPAS               ,CD MANTE       ,19.4808177,-99.1247035,630,9773.88,9773.88,8320.88,9513.88,9513.88,8957.22,8320.88,9153.07,9170.88,8926.88,8697.19,10355.1808
GUANAJUATO               ,SALAMANCA      ,22.2981514,-97.8762898,631,9979.91,9979.91,13114.28874,5476.86,11900.7645,9507.22,13114.28874,12146.9945,11216.2845,10972.2845,10741.0745,12726.08682
TAMAULIPAS               ,MATAMOROS      ,31.8660342,-116.6408855,632,9750.22,9750.22,8297.22,9750.22,9750.22,9507.22,8297.22,10077.82,9606.92,8820.22,8820.22,10231.4552
TAMAULIPAS               ,NUEVO LAREDO   ,19.1292063,-98.771897,633,1957,1957,260,1713,1713,1714,260,1595.2,2164,1920,3987.25,4625.21
TAMAULIPAS               ,REYNOSA        ,19.153826,-96.1722688,634,10843.88,10843.88,9390.88,10323.88,10323.88,10231.16,9390.88,10651.48,10845.4,10599.88,10370.19,12295.8608
TAMAULIPAS               ,TAMPICO        ,32.5007634,-117.0003873,635,9685.95,9685.95,8232.95,9685.95,9685.95,9140.18,8232.95,10013.55,8999.95,8755.95,8526.26,10156.902
DISTRITO FEDERAL         ,GUSTAVO A MADER,32.5032563,-116.9899128,636,15182.8345,15182.8345,13729.8345,8758.93,15182.8345,14710.1445,13729.8345,15407.6245,15508.3945,15072.9645,14366.1445,17001.91642
TAMAULIPAS               ,TAMPICO        ,20.4873735,-100.9995286,637,9284.19,9284.19,7831.19,9284.19,9284.19,8901.16,7831.19,9369.6,8941.19,8697.19,8697.19,10088.7404
BAJA CALIFORNIA NORTE    ,ENSENADA       ,17.9896145,-92.919338,638,8552.29,8552.29,7099.29,8552.29,8552.29,8309.29,7099.29,8716.09,8480.64,7965.29,7965.29,9239.7364
ESTADO DE MEXICO         ,AMECAMECA      ,19.3153156,-98.1957367,639,9212.15,9212.15,12346.53874,4709.11,11133.0145,8309.29,12346.53874,11296.8145,10790.0145,10546.0145,10316.3245,12233.37682
VERACRUZ                 ,VERACRUZ       ,24.7669777,-107.7003346,640,9294.53,9294.53,7841.53,9294.53,9294.53,9051.53,7841.53,9402.27,9498.47,9263.84,9254.47,10735.1852
BAJA CALIFORNIA NORTE    ,TIJUANA        ,17.7572266,-92.5950421,641,9470.79,9470.77,8017.77,9470.8,9470.77,8998.08,8017.77,9634.57,9712.7,8883.77,8654.1,10305.1732
BAJA CALIFORNIA NORTE    ,TIJUANA        ,18.986141,-98.2487062,642,8896.26,8896.26,7443.26,8896.26,8896.26,9687.74,7443.26,9060.06,9120.08,8309.26,8309.26,9638.7416
GUANAJUATO               ,CORTAZAR       ,16.7428303,-92.6379864,643,9413.5,9413.5,7960.5,9413.5,9413.5,8697.22,7960.5,9173.29,9070.5,8826.5,8826.5,10238.74
TABASCO                  ,VILLAHERMOSA   ,25.6968235,-100.3451745,644,8940.22,8940.22,7487.22,8940.22,8940.22,8697.22,7487.22,9104.02,8772.09,8353.22,8353.22,9689.7352
TLAXCALA                 ,SANTA ANA CHIAU,19.2951065,-98.8954674,645,13662.7573,13662.7573,12209.7573,13662.7573,13662.7573,13075.7873,12209.7573,13826.5573,13784.0673,13075.7573,13075.7573,15167.87847
SINALOA                  ,NAVOLATO       ,32.4982185,-116.9736334,646,9385.95,9385.95,7932.95,9125.95,9125.95,8569.29,7932.95,9211.36,8782.95,8538.95,8309.26,9905.182
TABASCO                  ,MACUSPANA      ,30.0782487,-112.1705964,647,8940.22,8940.22,7487.22,8940.22,8940.22,8697.22,7487.22,9061.81,8597.22,8353.22,8353.22,9689.7352
PUEBLA                   ,PUEBLA         ,20.8832023,-103.8494262,648,8156.29,8156.29,6947.29,8400.29,8400.29,7913.29,6947.29,8320.09,8416.29,8190.29,7965.29,9239.7364
CHIAPAS                  ,SN CRISTOBAL DE,16.7917996,-96.6730471,649,9979.91,9983.19,8526.91,9979.91,9979.91,9507.22,8526.91,10307.51,10427.55,9049.91,8820.22,10504.2872
NUEVO LEON               ,SN NICOLAS DE L,20.0200789,-100.7629153,650,8756.23,8756.23,7303.23,9488.13,8552.29,8513.23,7303.23,8716.09,8812.29,8266.79,7965.29,9239.7364
ESTADO DE MEXICO         ,IXTAPALUCA     ,25.7444334,-100.3841937,651,9673.5,9673.5,8220.5,9413.5,9413.5,9161.16,8220.5,9535.09,8682.57,8438.57,8438.57,9788.7412
BAJA CALIFORNIA NORTE    ,TIJUANA        ,17.6531685,-99.5264838,652,4049.24,4049.24,2596.24,4049.24,4049.24,3806.24,2596.24,4540.64,4829.24,4585.24,4585.24,5318.8784
SONORA                   ,NACOZARI       ,25.4451335,-100.9635591,653,22048.87,22048.87,20595.87,22048.87,22048.87,21461.9,20595.87,21953.38,21705.87,21461.87,21461.87,24895.7692
JALISCO                  ,TEQUILA        ,32.4836465,-114.8431866,654,10843.88,10843.88,14063.62802,5823.88,12244.7345,13669.4475,14063.62802,11486.9345,11558.7345,11314.7345,11085.0445,13125.09202
OAXACA                   ,OCOTLAN DE MORE,20.4297877,-101.7449359,655,23974.41,23973.25,22540.31,23968.56,23982.15,23081.9,22540.31,24446.36,24744.1,23300.43,22395.87,26288.094
GUANAJUATO               ,ACAMBARO       ,23.2295939,-106.4061578,656,9750.22,9750.22,8297.22,9750.22,9750.22,9507.22,8297.22,10077.82,9341.6,8820.22,8820.22,10231.4552
NUEVO LEON               ,SN NICOLAS DE L,19.4139892,-98.1433993,657,9750.22,9750.22,8297.22,9750.22,9750.22,9507.22,8297.22,10077.82,10270.22,9423.22,8820.22,10231.4552
GUERRERO                 ,ZUMPANGO DEL RI,20.6670358,-101.3767196,658,22991.89,22990.06,27315.89874,19678.49,26102.3745,22893.09,27315.89874,26266.1945,26326.1945,25515.3945,25515.3945,29597.85762
COAHUILA                 ,SALTILLO       ,20.0597861,-97.0864168,659,8940.22,8940.22,7487.22,8940.22,8940.22,8697.22,7487.22,9104.02,9182.13,8353.22,8353.22,9689.7352
SONORA                   ,SAN LUIS RIO CO,26.0116748,-111.3828506,660,9125.95,9125.95,7672.95,9127.47,9125.95,9687.74,7672.95,9289.75,9385.95,9141.95,8912.26,10604.662
GUANAJUATO               ,PENJAMO        ,19.0954541,-104.3033174,661,9413.5,9413.5,7960.5,9413.5,9413.5,9170.5,7960.5,9474.79,9070.5,8826.5,8826.5,10238.74
SINALOA                  ,MAZATLAN       ,19.6784646,-99.0592234,662,12547.08,12553.17,8676.27,10118.6,10121.65,12677.91,8676.27,9842.19,10114.03,9860.88,9631.19,11442.1588
TLAXCALA                 ,APIZACO        ,20.6227734,-103.2807307,663,23906.86,23906.86,20954.87,22410.92,22407.87,23164.83,20954.87,22574.72,22337.74,21823.92,21591.18,25322.8232
GUANAJUATO               ,IRAPUATO       ,19.5096847,-98.9088483,664,8940.22,8940.22,7487.22,8940.22,8940.22,8697.22,7487.22,9104.02,8989.17,8353.22,8353.22,9689.7352
VERACRUZ                 ,MARTINEZ DE LA ,20.0538804,-99.3437997,665,9515.75,9513.88,8066.86,9513.88,9515.4,8697.22,8066.86,9689.17,9775.75,9038,8697.19,10358.9856
BAJA CALIFORNIA SUR      ,LORETO         ,32.5133536,-116.8775985,666,21316.97,21316.97,19863.97,21316.97,21316.97,21073.97,19863.97,21257.66,20973.97,20874.17,20874.17,27798.4372
COLIMA                   ,MANZANILLO COL.,21.122175,-101.7222083,667,14115.26,14115.26,12662.26,12171.26,10065.26,13169.29,12662.26,10392.86,9379.26,9135.26,8905.57,10596.9016
